Time–Die Zeit_Die Zeiten
Plague–Die Pest_Die Plagen
Blur–Die Unschärfe_Die Unschärfen
Meantime–Die Zwischenzeit_Die Zwischenzeiten
Deacon–Der Diakon_Die Diakone
Lance–Die Lanze_Die Lanzen
Arrest–Die Festnahme_Die Verhaftungen
Banana–Die Banane_Die Bananen
Gin–Der Gin_Die Gins
Willow–Die Weide_Die Weiden
Shark–Der Hai_Die Haie
Preparation–Die Vorbereitung_Die Vorbereitungen
Scratch–Die Kratz_Die Kratzer
Dressing–Der Verband_Die Verbände
Signature–Die Unterschrift_Unterschriften
Admiral–Der Admiral_Die Admirale
Analysis–Die Analyse_Die Analysisies
Rainbow–Der Regenbogen_Die Regenbogen
Lizard–Die Eidechse_Die Eidechsen
Dwarf–Der Zwerg_Die Zwerge
Stress–Der Stress_Die Belastungen
Homework–Die Hausaufgabe_Die Hausaufgaben
Mixture–Die Mischung_Die Mischungen
Verse–Der Vers_Die Verse
Conviction–Die Überzeugung_Die Überzeugungen
Rover–Der Rover_Die Rover
Wren–Der Zaunkönig_Die Zaunkönige
Compound–Die Verbindung_Die Verbindungen
Expedition–Die Expedition_Die Expeditionen
Reward–Die Belohnung_Die Belohnungen
Pillar–Eine Säule_Die Säulen
Jam–Die Marmelade_Die Marmeladen
Brandy–Der Schnaps_Die Brände
Residence–Die Residenz_Die Residenzen
Baron–Der Baron_Die Barone
Enterprise–Das Unternehmen_Die Unternehmen
Complex–Der Komplex_Die Complexs
Candidate–Der Kandidat_Die Kandidaten
Triumph–Der Triumph_Die Triumphes
Twist–Die Wendung_Die Drehungen
Sketch–Die Skizze_Die Skizzen
Register–Das Register_Die Register
Heartbeat–Der Herzschlag_Die Herzschläge
Cafeteria–Die Cafeteria_Die Cafeterien
Fee–Die Gebühr_Die Gebühren
Hillside–Die Hang_Die Hänge
Maze–Das Labyrinth_Die Labyrinthe
Fisherman–Der Fischer_Das Fishermans
Hum–Das Brummen_Die Summt
Kitten–Das Kätzchen_Die Kätzchen
Dread–The Dread_Die Dreads
Substance–Die Substanz_Die Substanzen
Melody–Die Melodie_Die Melodien
Bang–Der Knall_Der Pony
Dagger–Der Dolch_Die Dolche
Intent–Die Absicht_Die Absichten
Con–Das Con_Die Nachteile
Loneliness–Die Einsamkeit_Die Einsamkeiten
Motorcycle–Das Motorrad_Die Motorräder
Amazement–Das Staunen_Die Amazements
Peer–Die Peer_Die Peers
Tech–Die Tech_Die Teches
Insult–Die Beleidigung_Die Beleidigungen
Capacity–Die Kapazität_Die Kapazität
Awe–Die Ehrfurcht_Die Awes
Chili–Die Chili_Die Chilis
Lodge–Die Lodge_Die Logen
Clip–Der Clip_Die Clips
Limo–Die Limousine_Die Limousinen
Mosquito–Die Mücke_Die Mücken
Dice–Der Würfel_Die Würfel
Shake–Der Shake_Die Shakes
Feast–Das Festmahl_Die Feste
Casino–Das Casino_Die Casinos
Pea–Die Erbse_Die Erbsen
Murmur–Das Murmeln_Das Murmeln
Conflict–Der Konflikt_Die Konflikte
Stem–Der Stamm_Die Stiele
Comrade–Der Genosse_Die Genossen
Flock–Die Herde_Die Herden
Sob–Sob_Das Schluchzen
Pregnancy–Die Schwangerschaft_Schwangerschaften
Suspect–Der Verdächtige_Die Verdächtigen
Coincidence–Das Zusammentreffen_Die Zufälle
Ranger–Der Waldläufer_Die Ranger
Cartoon–Die Karikatur_Die Karikaturen
Roommate–Der Mitbewohner_Die Mitbewohner
Kindness–Die Freundlichkeit_Die Freundlichkeiten
Cruiser–Der Kreuzer_Die Kreuzer
Slab–Die Bramme_Die Brammen
Conscience–Das Gewissen_Das Gewissen
Cheer–Die Cheer_Der Jubel
Cone–Der Konus_Die Kegel
Circuit–Die Schaltung_Die Schaltkreise
Ivory–Das Elfenbein_Die Elfenbeinarbeiten
Carpenter–Der Zimmermann_Die Zimmerleute
Realm–Das Reich_Die Reiche
Bum–Der Penner_Die Bums
Donna–Die Donna_The Donnas
Reservation–Die Reservierung_Reservierungen
Entertainment–Die Unterhaltung_Die Unterhaltungen
Crab–Die Krabbe_Die Krabben
Groan–Das Stöhnen_Das Stöhnen
Academy–Die Akademie_Die Akademien
Longing–Die Sehnsucht_Die Sehnsüchte
Kip–Die Kip_Die Kips
Drill–Der Bohrer_Die Bohrer
Luggage–Das Gepäck_Die Den Gepäck
Canopy–Der Baldachin_Die Baldachine
Thrill–Der Nervenkitzel_Den Nervenkitzel
Virtue–Die Tugend_Die Tugenden
Marsh–Der Sumpf_Die Sümpfe
Chimney–Der Schornstein_Die Schornsteine
Anchor–Die Anker_Die Anker
Harmony–Die Harmonie_Die Harmonien
Maple–Das Ahorn_Die Ahorne
Bunny–Das Kaninchen_Die Hasen
Mode–Der Modus_Die Modi
Throne–Der Thron_Die Throne
Application–Der Antrag_Anwendungen
Physics–Die Physik_Die Physicsies
Neon–Das Neon_Die Neons
Airlock–Die Luftschleuse_Die Luftschleusen
Fatigue–Die Ermüdungs_Die Strapazen
Thanksgiving–Die Danksagung_Die Danksagungen
Manuscript–Das Manuskript_Die Handschriften
Basis–Die Basis_Die Basises
Memorial–Das Denkmal_Gedenkstätten
Cupboard–Der Schrank_Die Schränke
Leap–Der Sprung_Die Sprünge
Japanese–Die Japaner_Die Japaneses
Engineering–Das Engineering_Die Engineerings
Left–Die Linke_Die Linke
Ache–Der Schmerz_Die Schmerzen
Bronze–Die Bronze_Die Bronzen
Association–Die Assoziation_Die Verbände
Fleet–Die Flotte_Die Flotten
Marker–Der Marker_Die Marker
Prey–Die Beute_Die Beute
Dove–Die Taube_Die Tauben
Grasp–Der Griff_Die Griffe
Episode–Die Episode_Die Episoden
Origin–Der Ursprung_Die Ursprünge
Vacuum–Das Vakuum_Die Staubsauger
Cathedral–Die Kathedrale_Die Kathedralen
Management–Das Management_Die Unternehmensleitungen
Down–Die Nach Unten_Die Tiefen
Continent–Der Kontinent_Die Kontinente
Dickens–Zum Teufel_Die Dickenses
Volunteer–Die Freiwillige_Die Freiwilligen
Soccer–Fußball_Die Soccers
Hem–Der Saum_Die Säume
Mention–Die Erwähnung_Nennungen
Lust–Die Lust_Die Begierden
Giggle–Die Kichern_Das Kichern
Classmate–Die Klassenkameraden_Die Klassenkameraden
Cleaning–Die Reinigung_Die Reinigungen
Receptionist–Der Rezeptionist_An Der Rezeption
Caller–Der Anrufer_Die Anrufer
Pursuit–Das Streben_Die Beschäftigungen
Contempt–Die Verachtung_Die Geringschätzungen
Sacrifice–Das Opfer_Die Opfer
Grandparent–Die Großeltern_Die Großeltern
Threshold–Der Grenzbereich_Die Schwellen
Deed–Die Tat_Die Taten
Countryside–Die Landschaft_Die Landschaften
Artifact–Das Artefakt_Die Artefakte
Wrinkle–Die Falten_Die Falten
Magician–Der Magier_Die Zauberer
Pang–Der Stich_Die Stiche
Italian–Die Italienische_Die Italiener
Eternity–Die Ewigkeit_Die Ewigkeit
Slate–Der Schiefer_Die Schiefertafeln
Stairwell–Das Treppenhaus_Die Treppenhäuser
Announcement–Die Ankündigung_Die Ankündigungen
Motive–Das Motiv_Die Motive
Mechanic–Der Mechaniker_Die Mechanik
Ally–Der Verbündete_Alliierten
Vase–Die Vase_Die Vasen
Salesman–Der Verkäufer_Die Salesmans
Therapist–Der Therapeut_Die Therapeuten
Granny–Die Oma_Die Omas
Maverick–Der Außenseiter_Die Mavericks
Bandage–Die Bandage_Die Bandagen
Ham–Der Schinken_Die Schinken
Carter–Der Fuhrmann_Die Fuhr
Investment–Die Investition_Die Investitionen
Appeal–Die Beschwerde_Die Rechtsmittel
Innocence–Die Unschuld_Die Innocences
Calendar–Der Kalender_Die Kalender
Rooftop–Die Dach_Die Dächer
Combat–Der Kampf_Die Kämpfe
Revelation–Die Offenbarung_Die Enthüllungen
Pancake–Der Pfannkuchen_Die Pfannkuchen
Asteroid–Der Asteroid_Die Asteroiden
Postcard–Die Postkarte_Die Postkarten
Garment–Das Kleidungsstück_Die Kleidungsstücke
Determination–Die Bestimmung_Die Bestimmungen
Tractor–Der Traktor_Die Traktoren
Berry–Die Beere_Die Beeren
Surroundings–Die Umgebung_Die Surroundingses
Clump–Der Klumpen_Die Klumpen
Offense–Die Straftat_Die Straftaten
Introduction–Die Einleitung_Die Einleitungen
Butler–Der Butler_The Butlers
Cough–Der Husten_Die Coughes
Granite–Der Granit_Die Granite
Ambassador–Der Botschafter_Die Botschafter
Turning–Der Wende_Die Späne
Sitting–Die Sitzung_Die Sitzungen
Compliment–Das Kompliment_Die Komplimente
Carton–Der Karton_Die Schachteln
Doorbell–Die Türklingel_Die Türklingeln
Certainty–Die Gewissheit_Die Gewissheiten
Politician–Der Politiker_Die Politiker
Gratitude–Die Dankbarkeit_Die Danksagungen
Current–Die Jetzige_Die Ströme
Gloom–Das Dunkel_Die Düsterkeit
Plaster–Der Putz_Die Pflaster
Settlement–Die Siedlung_Die Siedlungen
Chop–Die Chop_Die Koteletts
Homicide–Die Mordkommission_Die Tötungsdelikte
Aluminum–Die Aluminium_Die Aluminums
Boulevard–Der Boulevard_Die Boulevards
Pupil–Der Schüler_Die Schülerinnen Und Schüler
Float–Der Schwimmer_Die Schwimmer
Profession–Der Beruf_Berufe
Retreat–Der Rückzug_Die Exerzitien
Intersection–Der Schnittpunkt_Die Schnittpunkte
Scheme–Die Regelung_Die Systeme
Emptiness–Die Leere_Die Emptinesses
Publisher–Der Verlag_Die Verleger
Circus–Der Zirkus_Die Zirkusse
Dimension–Die Abmessung_Die Dimensionen
Zoo–Der Tierpark_Die Zoos
Sickness–Die Krankheit_Die Krankheiten
Messenger–Der Bote_Die Boten
Beau–Das Beau_Die Beaus
Tangle–Das Gewirr_Die Tangles
Personnel–Das Personal_Die Personnels
Strategy–Die Strategie_Die Strategien
Desperation–Die Verzweiflung_Die Verzweiflungen
Businessman–Der Geschäftsmann_Die Business
Pod–The Pod_Die Schoten
Drain–Der Abfluss_Die Drain
Strawberry–Die Erdbeere_Die Erdbeeren
Anniversary–Der Jahrestag_Die Jahrestage
Binoculars–Das Fernglas_Die Binocularses
Gulf–Die Kluft_Die Buchten
Discipline–Die Disziplin_Die Disziplinen
Hedge–Die Hecke_Die Hecken
Moan–Das Stöhnen_Das Stöhnen
Income–Das Einkommen_Die Einkommen
Myth–Der Mythos_Die Mythen
Shutter–Der Verschluss_Die Fensterläden
Raft–Das Floß_Die Flöße
Physician–Der Arzt_Die Ärzte
Ambition–Der Ehrgeiz_Die Ambitionen
Camel–Das Kamel_Die Kamele
Beating–Das Schlagen_Die Schläge
Acid–Die Säure_Die Säuren
Cereal–Müsli_Getreide
Basin–Das Becken_Die Becken
Nightgown–Das Nachthemd_Die Nachthemden
Internet–Das Internet_Die Internets
Cockpit–Das Cockpit_Die Cockpits
Wreck–Das Wrack_Die Wracks
Wig–Die Perücke_Die Perücken
Rein–Darin_Die Zügel
Recorder–Der Recorder_Die Rekorder
Pork–Das Schweinefleisch_Die Porks
Hound–Der Hund_Die Hunde
Boundary–Die Grenze_Die Grenzen
Exam–Die Prüfung_Die Prüfungen
Courtesy–Die Höflichkeit_Die Höflichkeiten
Assistance–Die Hilfe_Die Unterstützungen
Cheekbone–Die Wangenknochen_Die Wangenknochen
Whip–Die Peitsche_Die Peitschen
Pilgrim–Der Pilger_Die Pilger
Grease–Das Fett_Die Fette
Collapse–Der Kollaps_Die Zusammenbrüche
Faculty–Die Fakultät_Die Fakultäten
Reminder–Die Erinnerung_Die Erinnerungen
Sage–Der Weise_Die Weisen
Asphalt–Der Asphalt_Die Asphalte
Privilege–Das Privileg_Die Privilegien
Stairway–Das Treppenhaus_Die Treppen
Maintenance–Die Wartung_Die Wartungen
Sweetie–Die Süße_Die Süßigkeiten
Orchard–Der Obstgarten_Die Obstgärten
Cot–Das Kinderbett_Die Kinderbetten
Pouch–Der Beutel_Die Taschen
Lighter–Das Feuerzeug_Die Feuerzeuge
Kitty–Die Katze_Die Kätzchen
Formation–Die Formation_Die Formationen
Snack–Die Snack_Die Snacks
Talking–Das Reden_Die Gesprächen
Op–Die Op_Die Ops
Shriek–Der Schrei_Die Schreie
Sculpture–Die Skulptur_Die Skulpturen
Chairman–Der Vorsitzende_Die Chair
Sum–Die Summe_Die Summen
Carrot–Die Karotte_Die Karotten
Ripple–Die Welligkeit_Die Wellen
Stripe–Der Streifen_Die Streifen
Cavern–Die Höhle_Die Höhlen
Radar–Die Radar_Die Radare
Ponytail–Der Pferdeschwanz_Die Pferdeschwänze
Designer–Der Designer_Die Designer
Surge–Die Stoß_Die Überspannungen
Heir–Der Erbe_Die Erben
Vault–Der Bunker_Die Gewölbe
Sissy–Die Sissy_Die Weicheier
Scotch–Die Schotten_Die Bremsschuhe
Stillness–Die Stille_Die Stillnesses
Tunic–Die Tunika_Die Tuniken
Think–Der Think_Das Denkt
Penis–Der Penis_Die Penisse
Native–Der Einheimische_Die Eingeborenen
Lovemaking–Das Liebesspiel_Die Lovemakings
Aide–Der Adjutant_Die Helfer
Bulk–Der Großteil_Die Massen
Poker–Die Poker_Die Poker
Lime–Der Kalk_Der Limes
Surveillance–Das Überwachungs_Die Anwendungsbeobachtungen
Assembly–Die Versammlung_Die Baugruppen
Grandson–Der Enkel_Die Enkel
Chopper–Der Chopper_Die Zerhacker
Carrier–Der Träger_Die Träger
Engagement–Die Verlobung_Die Engagements
Kin–Das Kin_Die Kins
Mum–Die Mama_Die Mütter
Lighting–Die Beleuchtung_Die Beleuchtung
Fit–Die Passform_Die Anfälle
Pull–Die Pull_Die Zieht
Verge–The Verge_Die Seitenstreifen
Farmhouse–Das Bauernhaus_Die Bauernhäuser
Wait–Das Warten_Die Wartezeiten
Assassin–Der Attentäter_Die Attentäter
Foam–Der Schaum_Die Schäume
Tug–Der Schlepper_Die Schlepper
Journalist–Der Journalist_Die Journalisten
Recording–Die Aufnahme_Die Aufnahmen
Cure–Die Heilung_Die Heilungen
Descent–Der Abstieg_Die Abfahrten
Ringing–Das Klingeln_Die Ringings
Scissors–Die Schere_Die Scissorses
Twig–Der Zweig_Die Zweige
Resort–Der Urlaubsort_Die Ferienorte
Guardian–Der Beschützer_Die Wächter
Opponent–Der Gegner_Die Gegner
Chef–Der Küchenchef_Die Köche
Wheat–Der Weizen_Die Weizen
Hurricane–Der Hurrikan_Die Hurrikane
Playground–Der Spielplatz_Die Spielplätze
Mushroom–Der Pilz_Die Pilze
Keyboard–Die Tastatur_Die Keyboaries
Cedar–Die Zeder_Die Zedern
Crest–Das Wappen_Die Kämme
Jasmine–Der Jasmin_Die Jasmin
Armchair–Der Sessel_Die Sessel
Attraction–Die Attraktion_Attraktionen
Blind–Blinde_Die Blinds
Cylinder–Zylinder_Die Zylinder
Swallow–Die Schwalbe_Die Schwalben
Celebrity–Die Berühmtheit_Die Prominenten
Wilderness–Die Wildnis_Die Wildnis
Triangle–Das Dreieck_Die Dreiecke
Stench–Der Gestank_Die Gestank
Laboratory–Das Labor_Die Laboratorien
Array–Das Array_Die Arraies
Valentine–The Valentine_Die Valentines
Retirement–Das Renten_Die Pensionierungen
Ski–Der Ski_Die Skier
Edition–Die Ausgabe_Die Ausgaben
Supervisor–Der Supervisor_Die Aufsichtsbehörden
Expanse–Die Weite_Die Weiten
Ending–Das Ende_Die Endungen
Moss–Das Moos_Die Moose
Gale–Der Sturm_Die Stürme
Loyalty–Die Treue_Die Loyalitäten
Lavender–Der Lavendel_Die Lavendel
Pardon–Die Begnadigung_Die Begnadigungen
Ashtray–Der Aschenbecher_Die Aschenbecher
Shard–Die Scherbe_Die Scherben
Corporation–Das Unternehmen_Die Konzerne
Distraction–Die Ablenkung_Die Ablenkungen
Majesty–Die Majestät_Die Majestäten
Pyramid–Die Pyramide_Die Pyramiden
Fame–Der Ruhm_Die Fames
Graduation–Der Schulabschluss_Die Unterteilungen
Distress–Die Not_Die Nöte
Mage–Der Magier_Die Magier
Independence–Die Unabhängigkeit_Die Unabhängigkeiten
Crush–Der Schwarm_Die Zermalmt
Chuckle–Das Lachen_Die Kichert
Dime–Die Dime_Die Dimes
Aim–Das Ziel_Die Ziele
Gust–Die Böen_Die Böen
Russian–Der Russe_Die Russen
Treat–Der Festlichkeit_Die Leckereien
Foreigner–Der Ausländer_Die Ausländer
Salary–Das Gehalt_Die Gehälter
Scope–Der Anwendungsbereich_Die Bereiche
Rebel–Der Rebell_Die Rebellen
Thug–Der Schläger_Die Schläger
Tomb–Das Grab_Die Gräber
Fridge–Der Kühlschrank_Die Kühlschränke
Socket–Die Steckdose_Die Buchsen
Dose–Die Dosis_Die Dosen
Election–Die Wahl_Die Wahlen
Refugee–Der Flüchtling_Die Flüchtlinge
Phase–Die Phase_Die Phasen
Pumpkin–Der Kürbis_Die Kürbisse
Thorn–Der Dorn_Die Dornen
Hide–Die Haut_Die Häute
Sausage–Die Wurst_Die Würste
Dig–Die Dig_Die Ausgrabungen
Tan–Der Tan_Die Bräunt
Loan–Das Darlehen_Die Kredite
Spike–Der Dorn_Die Spikes
Crumb–Die Krume_Die Krümel
Wax–Das Wachs_Waxs
Growl–Das Knurren_Die Growls
Rental–Die Vermietung_Vermietungen
Feed–Das Futter_Die Zuführungen
Escort–Die Eskorte_Die Begleitpersonen
Astonishment–Das Erstaunen_Die Erstaunlichkeiten
Flora–Die Flora_Die Floren
Festival–Das Fest_Die Feste
Debate–Die Debatte_Die Debatten
Critic–Der Kritiker_Die Kritiker
Cast–Die Besetzung_Die Modelle
Bloom–Die Blüte_Die Blüten
Loft–Das Loft_Die Dachböden
Commission–Die Kommission_Die Kommissionen
Flicker–Das Flimmern_Die Flackert
Economy–Die Wirtschaft_Die Volkswirtschaften
Radiation–Die Strahlung_Die Strahlungen
Bodyguard–Der Leibwächter_Die Bodyguaries
Realization–Die Umsetzung_Die Erkenntnisse
Crater–Der Krater_Die Krater
Voyage–Die Reise_Die Reisen
Congress–Das Kongress_Die Kongresse
Vote–Die Wahl_Die Stimmen
Proposal–Der Antrag_Vorschläge
Fry–Der Braten_Die Pommes
Shiver–Das Zittern_Gänsehaut
Obligation–Die Verpflichtung_Verpflichtungen
Loser–Der Verlierer_Die Verlierer
Instructor–Der Lehrer_Die Ausbilder
Wink–Die Zuzwinkern_Die Zwinkert
Pebble–Die Kies_Die Kieselsteine
Necessity–Die Notwendigkeit_Die Notwendigkeiten
Workshop–Der Workshop_Die Workshops
Sunrise–Der Sonnenaufgang_Die Sonnenaufgang
Exhaustion–Die Erschöpfung_Die Erschöpfungs
Cubicle–Die Zelle_Die Schränke
Double–Der Doppelgänger_Die Doppelgänger
Perimeter–Der Umfang_Die Umfänge
Comb–Der Kamm_Die Kämme
Finish–Das Ende_Die Oberflächen
Purchase–Der Kauf_Die Käufe
Interval–Das Intervall_Die Intervalle
Splash–Der Spritz_Die Spritzer
Convention–Die Konvention_Die Konventionen
Awareness–Das Bewusstsein_Die Gewahrsein
Pose–Die Pose_Die Posen
Cradle–Die Wiege_Die Wiegen
Ram–Der Stößel_Die Widder
Gentry–Der Adel_Die Gentries
Seam–Die Naht_Die Nähte
Associate–Das Assoziierte Unternehmen_Die Mitarbeiter
Pane–Die Scheibe_Die Scheiben
Punk–Der Punk_Die Punks
Remnant–Der Überrest_Die Reste
Cracker–Der Cracker_Die Cracker
Bluff–Der Bluff_Die Klippen
Dune–Die Düne_Die Dünen
Dentist–Der Zahnarzt_Die Zahnärzte
Refuge–Die Zuflucht_Die Schutzhütten
Satin–Die Satin_Die Satins
Spread–Die Verbreitung_Die Spreads
Entity–Das Unternehmen_Die Entitäten
Mailbox–Das Postfach_Die Mailboxs
Annoyance–Der Ärger_Die Ärgernisse
Hiss–Das Zischen_Die Zischt
Local–Das Lokal_Die Einheimischen
Thud–Der Bums_Die Schläge
Dismay–Die Bestürzung_Die Bestürzt
Flour–Das Mehl_Die Mehle
Freak–Der Freak_Die Freaks
Haircut–Der Haarschnitt_Die Abschläge
Sweet–Die Süße_Die Süßigkeiten
Orphan–Die Waise_Die Waisen
Chess–Das Schach_Die Chesses
Petal–Die Blütenblatt_Die Blütenblätter
Paperwork–Die Schreibarbeit_Die Papierarbeiten
Psychiatrist–Der Psychiater_Die Psychiater
Singing–Der Gesang_Die Gesänge
Interrupt–Das Interrupt_Die Interrupts
Examination–Die Untersuchung_Untersuchungen
Admiration–Die Bewunderung_Die Bewunderung
Freezer–Das Gefrier_Die Gefriergeräte
Illustration–Die Illustration_Abbildungen
Stew–Der Eintopf_Die Eintöpfe
Investigator–Der Ermittler_Die Ermittler
Suburb–Der Vorort_Der Stadtrand
Biscuit–Der Keks_Die Kekse
Holster–Das Holster_Die Holster
Factor–Der Faktor_Die Faktoren
Intimacy–Die Intimität_Die Intimitäten
Lash–Die Peitsche_Die Wimpern
Saving–Die Einsparung_Die Einsparungen
Software–Die Software_Die Software
Hen–Die Henne_Die Hennen
Birch–Die Birke_Die Birken
Inquiry–Die Untersuchung_Die Anfragen
Nursery–Der Kindergarten_Die Baumschulen
Transport–Der Transport_Die Transporte
Extent–Das Ausmaß_Die Ausdehnungen
Definition–Die Definition_Die Definitionen
Monument–Das Monument_Die Denkmäler
Plum–Die Pflaume_Die Pflaumen
Void–Das Nichts_Die Hohlräume
Delay–Die Verzögerung_Die Verzögerungen
Inspection–Die Inspektion_Die Inspektionen
Essence–Die Essenz_Die Essenzen
Cannon–Die Kanone_Die Kanonen
Fringe–Die Fransen_Die Fransen
Stereo–Die Stereo_Die Stereoanlagen
Fella–Die Fella_Fellas
Praise–Das Lob_Das Lob
Penguin–Der Pinguin_Die Pinguine
Torture–Die Folter_Die Qualen
Stamp–Die Briefmarke_Die Briefmarken
Particle–Die Partikel_Die Teilchen
Translator–Der Übersetzer_Die Übersetzer
Easter–Ostern_Die Easters
Freeze–Das Einfrieren_Die Friert
Pew–Die Pew_Die Bänke
Wad–Der Pfropfen_Die Bündel
Panties–Das Höschen_Die Pantieses
Consideration–Die Gegenleistung_Überlegungen
Spit–Der Spieß_Die Spieße
Cooler–Der Kühler_Die Kühler
Grill–Der Grill_Die Grills
Jug–Der Krug_Die Krüge
Nickname–Der Spitzname_Die Spitznamen
Revolver–Der Revolver_Die Revolver
Machinery–Die Maschinen_Die Maschinen
Madam–Die Damen Und Herren_Die Herren
Pike–Der Hecht_Pikes
Terrorist–Der Terrorist_Die Terroristen
Laptop–Der Laptop_Die Laptops
Offering–Das Angebot_Das Angebot
Beak–Der Schnabel_Die Schnäbel
Institution–Die Institution_Die Institutionen
Comparison–Der Vergleich_Vergleiche
Maker–Der Macher_Die Macher
Insight–Die Einsicht_Die Erkenntnisse
Sibling–Die Geschwister_Die Geschwister
Wardrobe–Der Kleiderschrank_Die Schränke
Flap–Die Klappe_Die Klappen
Sole–Der Einzige_Die Sohlen
Compassion–Das Mitgefühl_Die Barmherzigkeit
Ego–Das Ego_Die Egos
Antenna–Die Antennen_Die Antennen
Cricket–Die Grille_Die Grillen
Troll–Der Troll_Die Trolle
Bookstore–Der Bücherladen_Die Buchhandlungen
Coming–Die Ankunft_Das Kommen
Objection–Der Einwand_Die Einwände
Holder–Der Halter_Die Inhaber
Backseat–Rücksitz_Die Rücksitze
Ignorance–Die Unwissenheit_Die Unwissenheit
Budget–Das Budget_Die Budgets
Aircraft–Das Flugzeug_Die Flugzeuge
Corps–Das Korps_Die Leichen
Loaf–Das Brot_Die Laibe
Extension–Die Erweiterung_Die Verlängerungen
Freeway–Die Autobahn_Die Autobahnen
Solitude–Die Einsamkeit_Die Einsamkeit
Chemical–Die Chemische_Chemikalien
Villager–Der Dorfbewohner_Die Dorfbewohner
Perfection–Die Perfektion_Die Vollkommen
Pope–Der Papst_Die Päpste
Semester–Das Semester_Die Semester
Liver–Die Leber_Die Lebern
Saucer–Die Untertasse_Die Untertassen
Urgency–Die Dringlichkeit_Die Dringlichkeiten
Volcano–Der Vulkan_Die Vulkane
Spice–Die Würze_Die Gewürze
Hostage–Die Geisel_Die Geiseln
Choir–Der Chor_Die Chöre
Dough–Der Teig_Die Teigrunder
Commotion–Die Aufregung_Die Unruhen
Courthouse–Gerichtsgebäude_Die Gerichtsgebäuden
Salmon–Der Lachs_Die Lachse
Boxer–Der Boxer_Die Boxer
Errand–Die Besorgung_Die Besorgungen
Mechanism–Wobei Der Mechanismus_Die Mechanismen
Telescope–Das Teleskop_Die Teleskope
Ferry–Die Fähre_Die Fähren
Nigger–Der Nigger_Die Nigger
PasserBy–Der Passant_Die Passanten
Irritation–Die Reizung_Die Irritationen
Sedan–Die Limousine_Die Limousinen
Commitment–Das Engagement_Verpflichtungen
Coward–Der Feigling_Die Feiglinge
Git–Die Git_Die Gits
Flare–Die Fackel_Die Fackeln
Howl–Das Heulen_Das Heulen
Fang–Die Fang_Die Reißzähne
Roman–Die Römisch_Die Römer
Hue–Der Farbton_Die Farbtöne
Discomfort–Das Unbehagen_Die Unannehmlichkeiten
Vent–Das Entlüftungs_Die Lüftungsschlitze
Canoe–Das Kanu_Die Kanus
Recipe–Das Rezept_Die Rezepte
Hamburger–Der Hamburger_Die Hamburger
Eave–Die Traufe_Die Traufe
Barber–Der Barbier_Die Barbiere
Passing–Das Ableben_Die Passings
Betrayal–Der Verrat_Der Verrat
Sweatshirt–Das Sweatshirt_Die Sweatshirts
Tentacle–Die Tentakel_Die Tentakeln
Surf–Die Brandung_Die Brandungen
Plaid–Das Plaid_Die Plaids
Walkway–Der Gehweg_Die Gehwege
Limp–Das Hinken_Die Hinkt
Administration–Die Verwaltung_Die Verwaltungen
Convenience–Die Bequemlichkeit_Bequemlichkeiten
Diaper–Die Windel_Die Windeln
Mole–Der Maulwurf_Die Maulwürfe
Cleaner–Der Reiniger_Die Reinigungskräfte
Swell–Die Dünung_Die Schwillt
GrownUp–Der Erwachsene_Die Erwachsenen
Scan–Die Scan_Die Abtastungen
Clarity–Die Klarheit_Die Klarheiten
Salon–Der Salon_Die Salons
Producer–Der Produzent_Die Hersteller
Flying–Die Flug_Die Flusen
Plea–Der Rechtsmittelgrund_Die Rechtsmittelgründe
Prairie–Die Prärie_Die Prärien
Passport–Der Pass_Die Pässe
Alternative–Die Alternative_Alternativen
Vanity–Die Eitelkeit_Die Eitelkeiten
Dam–Der Damm_Die Dämme
Abuse–Der Missbrauch_Die Missbräuche
Olive–Die Olive_Die Oliven
Miner–Der Bergmann_Die Bergleute
Reserve–Die Reserve_Die Reserven
Backup–Die Sicherungs_Die Sicherungen
Intercom–Die Gegensprechanlage_Die Gegensprechanlagen
Shawl–Das Tuch_Die Schals
Platter–Der Plattenteller_Die Platten
Implication–Die Implikation_Die Auswirkungen
Rumble–Das Poltern_Die Rumpelt
Announcer–Der Ansager_Die Ansager
Rubble–Die Trümmer_Die Trümmern
Axe–Die Axt_Die Achsen
Transmission–Die Übertragungs_Die Übertragungen
Crib–Die Krippe_Die Krippen
Hop–Die Sprung_Der Hopfen
Graveyard–Der Friedhof_Die Friedhöfe
Aroma–Das Aroma_Die Aromen
Dialogue–Der Dialog_Die Dialoge
Roller–Die Walze_Die Rollen
Congregation–Gemeinde_Die Gemeinden
Terrain–Das Gelände_Die Terrains
Transfer–Der Transfer_Die Transfers
Hardware–Die Hardware_Die Hardwares
Generator–Der Generator_Die Generatoren
Luxury–Die Luxus_Der Luxus
Auditorium–Das Auditorium_Die Auditorien
Goblin–Der Kobold_Die Goblins
Peg–Der Zapfen_Die Zapfen
Defeat–Die Niederlage_Die Niederlagen
Haven–The Haven_Die Oasen
Specimen–Die Probe_Die Proben
Hearth–Der Herd_Die Feuerstellen
Admission–Die Zulassung_Die Zulassungs
Obsession–Die Besessenheit_Die Obsessionen
Launch–Der Start_Die Starts
Patsy–Die Patsy_Die Sündenböcke
Dorm–Das Wohnheim_Die Schlafsäle
Glen–The Glen_Die Täler
Saw–Die Säge_Die Sägen
Til–Die Til_Die Tils
